year,loc,total,male,female,15-19,15-19m,15-19f,20-24,20-24m,20-24f,25-29,25-29m,25-29f,30-34,30-34m,30-34f,35-39,35-39m,35-39f,40-44,40-44m,40-44f,45-49,45-49m,45-49f,50-54,50-54m,50-54f,55-59,55-59m,55-59f,60-64,60-64m,60-64f,65-,65-m,65-f
98,南投縣,6.0,6.7,4.9,12.1,11.2,13.1,13.9,13.9,13.9,9.7,11.3,7.9,5.9,6.9,4.4,5.0,6.0,3.6,3.9,5.3,1.9,4.7,5.8,2.9,3.6,4.3,2.6,4.4,6.2,1.2,2.1,2.5,1.5,0,0,0
98,雲林縣,5.8,6.3,5.0,18.6,20.6,16.1,13.9,15.4,12.4,9.1,9.2,9.0,6.0,6.6,5.2,5.1,6.2,3.3,4.1,4.6,3.2,4.5,6.0,1.7,3.2,4.3,1.2,3.7,5.3,0.8,2.2,2.5,1.5,0,0,0
98,南部區域,5.8,6.5,4.9,14.8,14.0,15.3,15.2,15.4,15.1,8.8,10.6,6.8,5.9,7.0,4.5,4.9,5.7,3.8,4.1,5.1,2.6,4.3,5.6,2.4,4.2,5.1,2.7,3.5,4.3,1.8,1.9,2.3,1.0,0.1,0.2,0
98,高雄市,5.9,6.7,5.0,9.3,3.8,13.6,14.4,15.4,13.8,10.1,11.6,8.6,6.3,7.6,4.8,5.3,6.2,4.2,3.9,4.8,2.5,4.1,5.5,2.2,3.5,4.4,2.1,3.2,4.0,1.7,3.0,4.0,0.5,0.3,0.4,0
98,嘉義市,5.8,6.8,4.6,7.7,15.8,0,18.0,20.7,16.1,6.6,8.3,4.9,7.5,8.9,6.0,4.3,4.0,4.7,4.7,6.9,1.5,4.3,6.4,1.2,3.6,4.6,2.1,4.2,3.6,5.4,1.4,2.3,0,0,0,0
98,臺南市,5.7,6.4,4.8,19.1,17.2,20.8,11.4,11.4,11.3,10.1,12.6,7.4,6.0,6.3,5.6,4.6,5.4,3.8,3.8,5.3,1.9,3.8,4.9,2.5,4.1,4.9,2.9,2.0,1.9,2.0,2.0,2.2,1.6,1.1,1.6,0
98,嘉義縣,5.9,6.6,4.7,29.9,30.3,29.5,15.4,18.2,12.9,7.3,9.1,5.2,4.9,5.7,3.7,5.6,6.8,3.6,3.7,4.1,3.0,4.1,5.3,1.9,6.8,8.0,4.4,4.2,5.0,2.6,1.3,2.1,0,0,0,0
98,臺南縣,5.9,6.8,4.6,18.3,20.4,16.5,17.1,18.5,16.0,8.0,8.9,7.0,5.8,7.7,3.3,4.4,5.6,2.8,3.8,4.6,2.7,4.3,5.9,1.8,4.5,5.6,2.6,4.7,6.7,1.3,2.0,2.2,1.7,0,0,0
98,高雄縣,5.8,6.2,5.2,11.0,10.4,11.3,15.7,13.0,17.7,7.9,10.1,5.7,5.4,6.5,3.9,4.5,5.5,3.0,4.7,5.8,3.0,5.1,5.8,4.0,4.2,4.0,4.4,3.4,4.0,2.0,1.7,2.0,1.1,0,0,0
98,屏東縣,5.8,6.5,4.7,9.0,9.3,8.7,16.0,14.6,17.0,9.3,12.0,6.1,6.2,7.0,5.1,5.5,5.6,5.5,4.0,4.9,2.6,4.3,5.9,1.4,3.8,5.7,0.3,2.8,3.8,0.7,1.2,1.2,1.1,0,0,0
98,澎湖縣,5.7,6.2,5.0,21.5,40.2,14.6,15.5,27.2,10.3,6.4,8.6,4.1,6.8,5.7,8.3,4.1,4.8,3.1,4.2,4.9,3.1,2.9,3.1,2.7,5.3,6.1,3.3,6.4,8.3,3.9,0.4,0.5,0,0,0,0
98,東部區域,5.8,6.5,5.0,11.5,6.6,16.0,16.6,19.1,15.0,8.5,10.1,6.6,6.3,7.9,4.1,4.7,5.7,3.1,5.0,6.1,3.4,3.9,4.2,3.4,3.3,4.0,2.3,3.2,4.5,1.3,2.6,2.5,2.6,0.4,0.6,0
98,臺東縣,5.8,6.7,4.5,13.4,5.2,21.4,14.1,20.0,9.9,6.6,7.9,5.1,6.8,9.5,2.9,4.7,5.4,3.6,5.3,6.0,4.1,5.5,6.1,4.6,3.3,3.6,2.9,3.5,5.9,0.5,5.1,5.0,5.1,0,0,0
98,花蓮縣,5.9,6.3,5.4,10.3,7.6,12.6,18.3,18.5,18.1,9.8,11.6,7.7,6.0,6.8,5.0,4.6,5.9,2.8,4.8,6.1,2.8,2.7,2.8,2.5,3.3,4.3,1.9,2.9,3.5,1.9,0.3,0.4,0,0.8,1.0,0
99,臺灣地區,5.21,5.80,4.45,10.93,10.97,10.89,13.51,14.20,12.96,8.15,9.40,6.86,5.19,6.04,4.17,4.10,4.76,3.28,3.77,4.79,2.44,3.89,4.88,2.50,3.50,4.26,2.29,3.06,3.83,1.60,1.50,1.73,0.99,0.19,0.19,0.19
99,北部區域,5.2,5.9,4.4,10.9,11.7,10.0,12.3,13.4,11.4,8.0,9.7,6.4,5.3,6.2,4.2,4.2,4.7,3.6,4.0,5.0,2.8,4.1,5.0,2.8,3.8,4.5,2.7,2.9,3.3,1.9,1.4,1.5,1.0,0.4,0.3,0.7
99,臺北市,5.2,6.1,4.3,7.4,5.7,9.4,15.0,15.7,14.5,10.2,12.7,7.7,4.4,5.4,3.4,4.8,5.5,4.1,4.1,6.0,2.2,3.9,4.9,2.9,3.8,4.8,2.4,2.5,2.9,1.9,1.4,1.2,1.8,0.7,0.2,2.4
99,基隆市,5.2,6.3,3.7,8.3,11.1,4.2,12.0,14.9,9.8,6.6,8.1,5.2,4.4,4.6,4.0,4.7,6.5,2.1,4.8,6.1,3.2,5.6,7.3,2.8,2.6,3.1,1.6,4.6,6.7,0,2.4,3.1,0,1.4,1.8,0
99,新竹市,5.2,6.1,4.1,3.1,0.9,5.9,11.9,14.6,9.3,6.7,7.9,5.5,5.1,5.5,4.7,4.1,5.0,3.0,4.3,5.1,3.2,5.0,7.2,2.0,4.3,4.8,3.5,3.8,4.5,2.5,4.4,6.2,0,0.9,1.3,0
99,臺北縣,5.2,5.9,4.4,12.0,10.4,13.9,11.1,13.0,9.6,7.5,8.7,6.1,5.6,6.9,4.2,4.0,4.4,3.5,4.3,5.4,2.9,4.1,4.9,2.9,3.9,4.6,2.9,2.6,2.6,2.7,0.9,1.1,0.5,0,0,0
99,宜蘭縣,5.1,5.5,4.6,10.3,5.1,14.9,11.4,9.2,13.2,7.1,8.8,5.4,5.9,6.8,4.7,3.5,3.6,3.4,3.9,4.0,3.6,3.7,5.1,1.7,3.6,4.9,1.6,4.9,6.4,1.9,2.1,2.4,1.5,0,0,0
99,桃園縣,5.3,5.9,4.6,13.6,20.2,5.6,12.7,12.9,12.5,7.7,10.2,5.3,5.5,5.8,5.1,4.0,4.4,3.5,3.4,3.6,3.2,3.8,4.4,2.9,3.6,4.3,2.4,3.0,4.0,0.9,1.1,1.4,0,0,0,0
99,新竹縣,5.1,5.5,4.5,15.4,23.4,0,11.3,12.3,10.5,7.7,6.6,8.8,5.5,7.4,3.4,4.0,4.2,3.7,3.0,3.6,2.1,4.7,6.1,2.3,3.6,2.9,4.9,2.1,2.6,1.1,0.7,0.9,0,0.7,0.9,0
99,中部區域,5.2,5.7,4.6,10.8,10.1,11.5,14.3,14.5,14.0,8.0,8.9,7.0,5.3,5.9,4.6,4.1,4.7,3.3,3.5,4.7,1.9,3.4,4.3,2.0,3.3,4.3,1.8,3.1,4.0,1.4,1.1,1.4,0.7,0.1,0.1,0.0
99,臺中市,5.4,5.9,4.7,14.8,8.7,20.1,16.3,13.8,18.2,9.4,10.1,8.7,5.4,6.6,4.1,4.7,5.4,4.0,3.2,4.7,1.6,3.5,5.0,1.7,3.1,4.5,1.1,3.0,2.9,3.1,1.1,1.7,0,0,0,0
99,苗栗縣,5.3,5.5,4.9,6.3,4.3,7.9,12.5,13.6,11.7,8.3,9.4,7.1,4.4,3.1,5.9,4.2,5.5,2.2,3.9,4.1,3.6,4.2,5.1,2.8,3.8,4.5,2.5,4.0,4.9,2.1,3.1,4.2,0,0.1,0.1,0.1
99,臺中縣,5.1,5.7,4.3,12.1,11.3,13.2,14.7,15.1,14.4,6.3,7.7,4.8,5.1,6.1,3.9,3.2,4.2,1.9,3.4,5.2,1.2,3.1,3.4,2.6,3.2,3.7,2.3,3.2,4.0,1.3,1.0,0.9,1.4,0.2,0.3,0
99,彰化縣,5.2,5.7,4.5,7.3,9.0,5.3,13.8,14.4,13.3,7.9,8.3,7.4,5.8,6.7,4.6,4.3,4.7,3.8,3.8,4.8,2.2,3.1,4.3,1.4,2.9,4.0,0.9,2.8,3.9,0.7,0.8,0.7,1.0,0.2,0.2,0
99,南投縣,5.3,5.9,4.5,11.1,10.0,12.3,13.7,14.8,12.7,9.3,11.1,7.3,6.4,6.4,6.5,4.0,4.6,3.2,3.1,4.1,1.7,3.2,4.7,0.9,3.1,3.7,2.1,3.4,4.8,0.9,1.2,1.0,1.4,0,0,0
99,雲林縣,5.1,5.4,4.8,9.4,14.2,3.7,13.5,14.6,12.6,8.8,9.0,8.6,4.5,4.5,4.4,4.5,4.0,5.3,3.6,4.5,2.1,3.7,4.2,2.6,4.8,5.7,3.0,2.9,4.2,0.2,0.8,1.3,0,0,0,0
99,南部區域,5.2,5.7,4.4,10.9,10.3,11.5,14.4,15.1,13.8,8.6,9.6,7.6,4.9,5.9,3.8,3.9,4.8,2.7,3.6,4.5,2.5,4.0,5.1,2.4,3.1,3.8,2.0,3.2,4.3,1.3,1.9,2.3,1.0,0.1,0.2,0
99,高雄市,5.3,5.5,5.1,7.4,8.3,6.7,16.0,16.4,15.8,10.6,10.6,10.7,4.2,4.9,3.5,3.8,4.3,3.1,3.4,3.5,3.4,4.2,5.1,3.1,3.1,4.0,1.7,2.6,3.0,1.9,2.4,3.1,0.8,0,0,0
99,嘉義市,5.1,6.2,3.8,0,0,0,15.4,18.2,13.4,7.5,9.4,5.6,5.8,7.4,4.1,3.1,3.3,2.9,3.2,3.6,2.8,4.5,6.5,1.8,4.1,6.4,0.8,2.9,4.0,1.3,3.1,3.6,2.2,0,0,0
99,臺南市,5.1,5.7,4.4,21.6,15.0,30.9,12.1,13.1,11.3,7.9,9.8,5.9,4.8,4.8,4.8,3.6,3.7,3.4,5.2,7.2,2.9,3.8,5.1,2.2,2.0,2.0,2.1,2.8,3.9,0.9,1.7,1.5,2.0,0.1,0.2,0
99,嘉義縣,5.1,6.1,3.5,16.9,18.2,16.2,12.5,12.6,12.5,7.5,8.3,6.6,4.9,6.8,2.4,5.6,9.1,0.2,4.3,5.8,1.8,4.1,4.8,2.8,3.3,4.5,1.0,2.9,4.2,0.1,1.5,2.3,0,0,0,0
99,臺南縣,5.2,6.1,3.9,7.2,6.5,8.0,17.0,18.6,15.8,7.7,9.5,5.9,5.3,6.7,3.4,3.4,4.8,1.5,3.7,5.0,1.8,4.2,5.6,2.1,2.9,3.6,1.8,3.6,5.0,1.2,1.4,2.2,0,0.4,0.6,0
99,高雄縣,5.1,5.6,4.5,7.0,6.5,7.4,13.7,11.8,15.2,8.0,9.0,6.9,5.0,6.3,3.3,4.0,4.6,3.2,3.3,4.4,1.6,4.5,5.8,2.5,3.7,4.0,3.3,3.6,4.7,1.6,1.1,0.8,1.8,0,0,0
99,屏東縣,5.1,5.6,4.3,13.8,16.2,11.2,12.8,16.4,9.6,9.0,9.9,8.1,5.8,6.2,5.3,4.2,5.4,2.5,2.6,2.7,2.5,2.9,3.4,2.0,2.9,3.6,1.7,3.9,5.5,0.9,2.5,3.1,1.0,0,0,0
99,澎湖縣,5.1,5.1,4.9,15.3,17.9,12.5,11.0,21.1,6.8,8.4,10.9,6.1,4.1,3.8,4.4,4.7,3.2,7.2,4.2,3.3,5.7,3.2,4.6,0.4,3.6,3.9,2.8,3.4,3.9,2.6,3.8,2.0,7.8,0,0,0
99,東部區域,5.4,5.7,4.8,12.8,13.0,12.6,16.9,14.6,18.7,6.5,6.8,6.1,5.5,5.9,4.9,4.4,5.4,3.1,3.3,4.9,0.9,4.0,4.8,2.7,4.8,6.1,2.9,3.8,5.2,1.8,2.2,2.0,2.8,0.2,0,0.7
99,臺東縣,5.4,5.7,5.0,15.7,15.6,15.9,14.7,10.4,17.9,4.9,3.2,6.7,6.2,7.0,4.9,4.6,6.1,2.3,4.3,6.1,1.0,4.3,5.3,2.9,3.9,4.5,3.1,4.5,6.3,1.9,3.8,4.1,3.3,0.4,0,1.1
99,花蓮縣,5.4,5.8,4.7,10.5,10.6,10.5,18.8,18.0,19.3,7.6,9.4,5.6,5.0,5.2,4.8,4.4,4.9,3.6,2.7,4.0,0.9,3.8,4.5,2.6,5.5,7.1,2.7,3.3,4.4,1.7,1.1,0.4,2.3,0,0,0
100,臺灣地區,4.39,4.71,3.96,11.22,10.68,11.82,12.71,13.04,12.44,7.11,7.86,6.36,4.32,4.67,3.90,3.32,4.13,2.32,3.02,3.67,2.18,2.99,3.65,2.07,2.66,3.22,1.78,2.44,3.05,1.31,1.57,1.83,0.94,0.15,0.18,0.09
100,北部區域,4.4,4.8,3.9,11.7,11.8,11.6,12.1,12.6,11.6,7.0,8.1,5.9,4.4,4.9,4.0,3.3,4.1,2.3,3.3,3.9,2.5,3.1,3.7,2.2,2.4,2.8,1.8,2.5,3.2,1.2,1.5,1.5,1.4,0.4,0.3,0.4
100,新北市(100年五都改制),4.4,4.9,3.8,11.0,10.9,11.1,11.5,12.5,10.7,6.7,7.7,5.7,4.1,4.8,3.4,3.7,4.6,2.6,3.3,4.0,2.4,2.9,3.7,1.9,2.3,2.5,2.0,2.6,3.5,0.9,0.9,1.0,0.5,0,0,0
100,臺北市,4.4,4.9,4.0,6.5,4.4,9.7,15.7,17.3,14.6,8.6,10.2,7.1,4.7,5.2,4.3,3.4,4.3,2.5,3.2,4.3,2.1,3.1,3.5,2.6,2.2,2.5,1.8,2.1,2.5,1.5,1.3,1.4,0.9,0.2,0,0.9
100,基隆市,4.5,5.4,3.2,17.3,20.8,13.3,10.7,15.6,6.5,6.0,7.7,4.3,4.5,4.6,4.5,1.6,2.1,0.9,4.2,6.1,1.7,4.6,6.0,2.5,3.3,3.7,2.5,2.9,3.4,1.8,1.1,1.5,0.0,1.5,2.3,0
100,新竹市,4.4,5.4,3.2,5.0,7.5,1.9,11.4,12.6,10.2,5.9,6.9,4.9,4.2,5.6,2.8,3.0,4.1,1.7,2.9,3.4,2.4,4.4,5.8,2.6,3.3,4.2,2.0,3.0,4.0,1.5,5.7,6.9,2.8,0.7,1.0,0
100,宜蘭縣,4.4,4.8,3.9,3.7,2.2,5.0,8.4,10.2,6.9,5.8,5.8,5.7,4.4,4.8,3.9,3.3,3.9,2.7,3.9,4.0,3.8,3.4,4.2,2.3,3.6,3.8,3.3,6.4,7.7,3.6,2.7,3.7,0,1.2,1.2,1.1
100,桃園縣,4.4,4.6,4.2,17.6,16.8,18.6,11.2,9.6,12.5,7.1,8.0,6.2,4.4,4.5,4.4,2.8,3.8,1.7,3.3,3.5,3.0,2.8,3.3,2.0,2.1,2.8,0.9,2.1,2.8,0.7,1.8,0.4,5.4,0,0,0
100,新竹縣,4.1,4.5,3.6,20.5,28.2,9.2,11.6,10.5,12.7,5.1,6.8,3.4,5.8,5.8,5.8,2.8,3.2,2.2,2.6,2.9,2.3,2.2,3.1,0.8,2.7,2.8,2.5,1.3,1.9,0,1.0,1.5,0,0.8,1.0,0
100,中部區域,4.4,4.5,4.2,11.0,8.7,13.3,14.0,13.7,14.3,6.8,6.8,6.8,4.4,4.8,3.8,3.3,4.1,2.3,2.8,3.4,1.9,2.6,3.2,1.6,2.4,3.1,1.2,2.2,2.5,1.6,1.4,1.8,0.3,0.0,0.0,0
100,臺中市(100年五都改制),4.4,4.3,4.4,9.3,3.9,15.3,14.7,15.0,14.5,7.4,7.2,7.6,4.4,4.7,4.0,3.0,3.8,2.0,2.6,3.2,1.8,2.3,2.7,1.9,1.8,2.2,1.1,1.9,1.9,2.0,0.9,1.2,0,0,0,0
100,苗栗縣,4.4,4.7,4.0,10.3,11.5,9.1,12.9,9.8,15.4,5.9,6.7,5.2,3.3,3.4,3.2,2.6,3.4,1.6,3.7,4.6,2.4,3.4,4.4,2.1,3.1,3.8,1.9,2.4,3.4,0.3,5.7,7.8,0.2,0,0,0
100,彰化縣,4.4,4.7,3.9,12.5,13.7,11.4,14.4,13.7,15.1,5.0,5.0,5.1,4.6,5.9,3.0,3.8,4.6,2.7,3.2,4.2,1.8,2.3,3.3,0.7,2.8,3.6,1.5,2.6,3.0,1.8,1.3,1.7,0,0.1,0.1,0
100,南投縣,4.6,4.6,4.5,12.6,16.3,8.9,11.2,11.8,10.7,8.8,8.9,8.6,5.7,5.1,6.5,4.2,3.9,4.7,1.7,1.7,1.8,2.8,4.1,0.9,2.8,4.3,0.6,2.0,2.1,1.8,1.1,0.8,1.9,0,0,0
100,雲林縣,4.3,4.5,4.1,16.4,17.5,15.4,13.5,13.7,13.2,7.5,7.2,7.7,3.8,4.2,3.4,3.9,5.0,2.3,3.0,3.6,2.1,3.0,3.1,2.7,2.8,3.8,0.9,2.6,3.6,0.6,0.8,1.0,0.4,0,0,0
100,南部區域,4.4,4.7,3.9,10.8,10.9,10.6,12.9,13.2,12.6,7.4,8.3,6.6,4.0,4.1,3.9,3.4,4.2,2.4,2.8,3.5,1.9,3.2,3.8,2.2,3.2,4.0,2.0,2.4,3.0,1.3,1.5,1.9,0.7,0.1,0.2,0
100,臺南市(100年五都改制),4.3,5.0,3.4,9.4,8.6,10.0,12.5,12.8,12.3,7.4,8.8,6.1,4.0,4.3,3.6,2.7,3.9,1.2,2.6,3.5,1.5,3.6,4.8,1.8,3.1,4.2,1.4,2.9,3.8,1.2,2.2,2.7,1.0,0.1,0.2,0
100,高雄市(100年五都改制),4.4,4.6,4.2,5.6,5.1,6.0,13.7,12.8,14.4,7.6,8.5,6.7,4.1,4.2,3.9,3.8,4.2,3.2,2.9,3.5,2.2,3.0,3.6,2.2,3.1,3.6,2.4,2.1,2.6,1.2,1.3,1.6,0.6,0.2,0.3,0
100,嘉義市,4.3,4.9,3.6,7.7,12.0,0,14.4,16.2,12.9,5.8,7.8,3.8,2.8,2.3,3.4,4.5,5.5,3.5,3.5,4.4,2.4,4.1,4.5,3.6,1.4,2.2,0.3,3.3,4.2,1.6,0.8,1.0,0.5,0,0,0
100,嘉義縣,4.4,4.6,3.9,22.9,26.3,19.8,10.6,13.9,7.7,6.9,5.6,8.3,4.7,4.3,5.1,4.1,5.6,1.7,2.5,3.3,0.9,2.8,2.5,3.4,4.4,6.0,1.4,2.6,3.9,0,0.7,0.7,0.6,0,0,0
100,屏東縣,4.3,4.4,4.3,22.0,23.6,20.1,12.0,14.1,10.3,7.9,8.4,7.5,3.6,3.1,4.2,2.8,3.4,1.9,2.8,3.2,2.1,2.8,3.2,2.1,3.8,4.1,3.4,1.9,1.8,2.3,1.7,2.2,0.7,0,0,0
100,澎湖縣,4.4,4.1,4.8,18.4,3.3,28.9,14.8,15.5,14.5,6.8,8.9,4.7,4.6,4.6,4.5,3.6,3.0,4.7,4.3,4.0,4.7,2.0,2.5,0.8,1.4,1.5,1.3,2.4,3.6,0,0.2,0.3,0,0,0,0
100,東部區域,4.5,5.3,3.4,7.9,7.8,8.1,7.7,9.8,6.3,8.0,9.8,6.2,4.8,6.4,2.8,3.1,3.7,2.3,2.6,3.3,1.5,4.1,4.8,3.1,4.1,4.3,3.6,3.4,4.8,1.1,4.5,5.3,2.8,0.5,0.7,0
100,臺東縣,4.6,5.3,3.6,6.7,9.4,4.3,6.7,5.8,7.3,7.9,9.4,6.4,6.3,8.0,3.9,3.1,3.5,2.5,3.0,3.7,1.9,3.8,5.0,2.1,3.9,4.0,3.6,4.7,6.7,2.0,2.7,2.4,3.3,0,0,0
100,花蓮縣,4.4,5.3,3.2,8.6,6.9,10.3,8.5,13.0,5.4,8.1,10.2,6.1,3.9,5.3,2.1,3.1,3.8,2.2,2.2,2.9,1.3,4.3,4.6,3.8,4.2,4.5,3.7,2.5,3.6,0.4,6.1,7.8,2.5,0.9,1.2,0
101,臺灣地區,4.24,4.49,3.92,9.80,9.90,9.68,13.17,13.28,13.08,7.08,7.72,6.44,4.34,4.86,3.72,3.37,3.85,2.78,2.76,3.38,1.99,2.55,3.03,1.89,2.35,2.89,1.53,2.14,2.69,1.13,1.69,2.06,0.80,0.17,0.19,0.13
101,北部區域,4.2,4.7,3.7,8.9,8.8,9.0,12.4,13.9,11.2,7.1,8.0,6.2,4.5,5.2,3.7,3.4,3.9,2.7,2.9,3.5,2.1,2.7,3.3,2.0,2.3,2.9,1.4,2.0,2.5,1.1,1.7,2.1,0.8,0.2,0.1,0.5
101,新北市(100年五都改制),4.2,4.8,3.6,11.6,10.6,12.8,11.7,13.9,9.9,6.4,7.5,5.3,4.3,4.6,3.9,3.3,3.9,2.5,3.3,4.0,2.3,2.7,3.3,2.1,2.4,3.1,1.3,1.7,2.2,1.0,1.8,2.3,0.5,0.3,0,1.4
101,臺北市,4.3,4.8,3.7,3.8,6.9,0.2,13.7,14.3,13.3,8.9,10.2,7.6,4.9,5.9,3.8,3.7,4.2,3.1,3.1,3.8,2.4,2.5,2.8,2.1,2.0,2.8,1.0,2.2,3.1,0.9,1.4,1.7,0.7,0,0,0
101,基隆市,4.3,5.0,3.3,6.4,5.7,7.0,10.3,14.5,7.1,6.4,7.2,5.7,6.1,6.9,5.1,1.5,1.6,1.2,3.2,4.0,2.2,4.4,6.0,2.4,3.2,4.1,1.6,1.5,1.8,1.0,2.2,2.9,0,1.9,2.4,0.8
101,新竹市,4.2,4.7,3.6,4.1,5.2,2.9,12.0,13.1,10.9,6.3,8.0,4.7,4.2,5.5,2.8,3.7,3.3,4.2,3.4,4.3,2.4,2.8,3.2,2.1,2.4,2.9,1.7,1.6,1.7,1.3,4.9,5.0,4.8,0.2,0.3,0
101,宜蘭縣,4.3,4.5,4.0,16.5,20.9,11.5,8.6,9.0,8.2,6.9,7.0,6.9,4.5,5.1,3.9,2.8,3.9,1.5,2.1,2.2,1.9,2.8,2.9,2.8,3.8,4.0,3.3,3.6,3.7,3.5,2.1,2.3,1.7,0,0,0
101,桃園縣,4.3,4.6,3.9,7.9,4.8,10.9,13.9,14.8,13.1,6.5,7.2,5.7,4.3,5.1,3.4,3.6,4.1,2.9,2.0,2.4,1.5,2.8,3.6,1.7,2.1,2.4,1.7,2.3,2.8,1.3,1.4,1.7,0.7,0.2,0,1.0
101,新竹縣,4.0,4.3,3.8,1.8,1.9,1.6,12.7,14.3,11.3,8.8,6.9,10.7,3.9,4.6,3.0,3.1,4.6,1.4,2.0,2.5,1.4,2.6,3.6,1.2,1.3,1.7,0.6,1.0,1.3,0.4,1.9,2.6,0,0,0,0
101,中部區域,4.2,4.3,4.1,11.6,12.3,10.7,13.7,11.7,15.5,6.8,7.1,6.5,4.1,4.9,3.1,3.4,4.2,2.4,2.5,3.1,1.8,2.4,2.8,1.8,2.2,2.7,1.5,2.0,2.5,1.0,1.4,1.8,0.4,0.1,0.1,0
101,臺中市(100年五都改制),4.2,4.2,4.1,9.0,9.4,8.5,14.1,11.7,16.2,7.1,7.7,6.4,4.1,5.2,2.9,3.0,3.6,2.2,2.3,2.5,2.1,2.0,2.3,1.6,2.2,2.4,1.7,1.8,2.3,0.8,1.2,1.5,0.2,0,0,0
101,苗栗縣,4.3,4.7,3.7,6.2,8.7,0,10.9,11.0,10.7,7.6,9.2,5.9,3.7,5.2,1.9,1.9,2.3,1.2,3.6,4.5,2.4,3.7,3.3,4.3,3.0,3.0,3.1,1.7,2.1,0.9,3.5,4.5,1.2,0.3,0.4,0
101,彰化縣,4.2,4.3,4.0,14.9,15.4,14.4,12.1,9.0,15.0,5.9,5.8,5.9,3.9,4.2,3.6,4.3,5.1,3.2,2.7,3.7,1.3,2.5,3.5,1.0,2.4,3.4,0.8,2.7,3.6,0.9,0.9,1.3,0,0.2,0.2,0
101,南投縣,4.4,4.7,4.0,17.2,27.0,7.0,13.3,10.8,15.3,6.6,6.0,7.3,4.9,5.9,3.6,4.2,5.3,2.8,3.2,4.6,1.2,2.2,3.2,0.6,2.5,3.6,0.8,2.1,2.2,2.1,1.5,1.9,0.6,0,0,0
101,雲林縣,4.2,4.1,4.5,17.5,11.1,25.8,18.3,18.3,18.3,7.0,6.0,8.1,4.0,4.1,3.7,3.9,5.3,1.7,1.8,2.3,1.0,3.0,2.9,3.2,1.1,1.2,1.0,1.8,2.2,1.1,1.5,2.0,0.5,0,0,0
101,南部區域,4.2,4.3,4.2,9.7,9.3,10.0,14.2,14.0,14.4,7.3,7.8,6.7,4.3,4.4,4.3,3.4,3.4,3.4,2.6,3.1,1.9,2.3,2.7,1.7,2.6,3.0,1.8,2.3,2.9,1.3,1.8,2.1,1.2,0.3,0.4,0.0
101,臺南市(100年五都改制),4.2,4.6,3.8,9.6,8.5,10.9,13.7,13.8,13.6,7.0,8.6,5.4,4.3,4.9,3.6,3.0,3.0,3.0,2.7,3.4,1.8,2.6,3.5,1.3,2.7,3.4,1.6,2.7,3.2,1.7,1.6,1.7,1.4,0.5,0.7,0.1
101,高雄市(100年五都改制),4.3,4.2,4.5,7.8,7.4,8.2,14.7,13.8,15.5,7.5,7.4,7.6,4.2,4.2,4.3,3.9,3.7,4.3,2.5,3.1,1.8,2.2,2.3,2.0,2.4,2.9,1.8,2.3,2.8,1.2,2.3,2.9,0.9,0.2,0.3,0.0
101,嘉義市,4.0,3.5,4.5,16.6,22.4,9.6,11.4,13.2,10.2,6.8,5.7,7.8,5.2,3.1,7.6,2.5,3.5,1.5,2.8,2.1,3.6,2.2,2.8,1.4,2.3,1.7,3.2,2.6,2.6,2.5,0.5,0.6,0,0,0,0
101,嘉義縣,4.2,4.6,3.6,13.2,9.6,16.1,13.8,16.3,11.6,6.5,8.1,4.7,4.3,4.8,3.7,2.7,3.1,2.3,3.5,4.3,2.3,2.3,2.2,2.5,3.3,4.4,1.3,2.1,2.7,0.9,2.2,2.9,0.3,0,0,0
101,屏東縣,4.2,3.9,4.6,11.1,14.2,8.4,14.8,13.1,16.1,7.7,8.1,7.3,4.6,4.1,5.3,3.2,3.9,2.2,1.9,1.8,2.1,2.4,2.7,1.9,2.4,2.4,2.4,2.0,2.6,1.0,1.2,0.7,2.3,0,0,0
101,澎湖縣,4.2,3.8,4.7,11.3,27.0,6.9,17.1,17.5,16.9,8.6,6.9,10.3,3.0,2.3,3.8,2.8,2.7,3.1,4.1,6.3,0.6,1.7,2.3,0.6,0.6,0.4,1.0,0.8,1.0,0.6,2.7,4.1,0.6,0,0,0
101,東部區域,4.3,5.0,3.2,8.3,7.7,8.9,8.6,12.4,6.3,7.7,8.5,6.8,4.4,4.7,3.9,3.0,3.4,2.5,4.7,6.8,1.8,2.9,3.6,1.8,2.8,3.4,1.7,3.1,4.9,0.5,1.9,2.6,0.4,0.2,0.3,0
101,臺東縣,4.3,5.2,3.0,10.4,10.9,9.7,7.6,10.8,5.4,8.3,11.0,5.5,3.5,4.5,2.1,3.0,2.0,4.4,6.0,7.8,3.2,3.0,4.0,1.6,2.3,3.1,0.9,3.1,4.4,0.9,2.4,3.5,0.5,0.3,0.5,0
101,花蓮縣,4.3,4.9,3.4,7.3,5.6,8.6,9.2,13.5,6.8,7.2,6.7,7.7,5.0,4.9,5.1,3.0,4.5,1.2,3.9,6.0,1.0,2.7,3.4,1.9,3.1,3.6,2.3,3.2,5.2,0.3,1.5,1.9,0.3,0,0,0
102,臺灣地區,4.18,4.47,3.80,9.65,8.62,10.84,13.75,14.13,13.41,7.11,7.96,6.25,4.20,4.91,3.40,3.37,3.90,2.72,2.51,2.97,1.94,2.59,3.27,1.69,2.26,2.65,1.68,2.15,2.48,1.58,1.32,1.64,0.57,0.14,0.17,0.07
